nome_produto,marca,segmento,categoria,subcategoria
Alicate Formador de Amarrilho 158 ,,Dentista,Ortodontia,Instrumentos Ortodônticos
Alicate Goldman Fox ,,Dentista,Cirurgia e Periodontia,Instrumentais Cirúrgicos
Alicate Unimatrix ,,Dentista,Dentística e Estética,Sistemas de Matriz
Alicate para Dobra em Z Universal Nº 299 ,,Dentista,Ortodontia,Instrumentos Ortodônticos
Alicate para Dobras IN SET/OFF SET ,,Dentista,Ortodontia,Instrumentos Ortodônticos
Alicate Orto 121 Bico Chato ,,Dentista,Ortodontia,Instrumentos Ortodônticos
Alicate Ortodôntico 001 Nance ,,Dentista,Ortodontia,Instrumentos Ortodônticos
Alicate Ortodôntico 053 Meia Cana ,,Dentista,Ortodontia,Instrumentos Ortodônticos
Alicate Ortodôntico 074 Young ,,Dentista,Ortodontia,Instrumentos Ortodônticos
Alicate Ortodôntico 109 De la Rosa ,,Dentista,Ortodontia,Instrumentos Ortodônticos
Alicate Ortodôntico 110 ,,Dentista,Ortodontia,Instrumentos Ortodônticos
Alicate Ortodôntico 111 ,,Dentista,Ortodontia,Instrumentos Ortodônticos
Alicate Ortodôntico 120 Weingart ,,Dentista,Ortodontia,Instrumentos Ortodônticos
Alicate Ortodôntico 139 Angle ,,Dentista,Ortodontia,Instrumentos Ortodônticos
Alicate Ortodôntico 158 Formador de Amarrilho ,,Dentista,Ortodontia,Instrumentos Ortodônticos
Alicate Ortodôntico 168 ,,Dentista,Ortodontia,Instrumentos Ortodônticos
Alicate Ortodôntico 2 em 1 074 e 139 ,,Dentista,Ortodontia,Instrumentos Ortodônticos
Alicate Ortodôntico 200 Tridente ,,Dentista,Ortodontia,Instrumentos Ortodônticos
Alicate Ortodôntico 325 Universal ,,Dentista,Ortodontia,Instrumentos Ortodônticos
Alicate Ortodôntico 346C Removedor de Bráquete ,,Dentista,Ortodontia,Instrumentos Ortodônticos
Alicate Ortodôntico 347 Saca Banda ,,Dentista,Ortodontia,Instrumentos Ortodônticos
Alicate Ortodôntico 350 Ômega Loop ,,Dentista,Ortodontia,Instrumentos Ortodônticos
Alicate Ortodôntico 3M™ para Remoção de Bráquete de Bonding 804,,Dentista,Ortodontia,Instrumentos Ortodônticos
Alicate Ortodôntico 410 Convencional Lingual ,,Dentista,Ortodontia,Instrumentos Ortodônticos
Alicate Ortodôntico Alinhador ,,Dentista,Ortodontia,Instrumentos Ortodônticos
Alicate Ortodôntico Alinhador ,,Dentista,Ortodontia,Instrumentos Ortodônticos
Alicate Ortodôntico Alinhador 707 ,,Dentista,Ortodontia,Instrumentos Ortodônticos
Alicate Ortodôntico Alinhador 708 ,,Dentista,Ortodontia,Instrumentos Ortodônticos
Alicate Ortodôntico André 117 ,,Dentista,Ortodontia,Instrumentos Ortodônticos
Alicate Ortodôntico Angle Bending 139 ,,Dentista,Ortodontia,Instrumentos Ortodônticos
Alicate Ortodôntico Angle Bending 139 Millennium ,,Dentista,Ortodontia,Instrumentos Ortodônticos
Alicate Ortodôntico Angles 139 ,,Dentista,Ortodontia,Instrumentos Ortodônticos
Alicate Ortodôntico Barra Palatina 410 ,,Dentista,Ortodontia,Instrumentos Ortodônticos
Alicate Ortodôntico Bico Chato 121 ,,Dentista,Ortodontia,Instrumentos Ortodônticos
Alicate Ortodôntico Bico Chato 121 ,,Dentista,Ortodontia,Instrumentos Ortodônticos
Alicate Ortodôntico Bico Chato 121 Millennium Orto ,,Dentista,Ortodontia,Instrumentos Ortodônticos
Alicate Ortodôntico Bico De Papagaio 115 ,,Dentista,Ortodontia,Instrumentos Ortodônticos
Alicate Ortodôntico Bico De Papagaio 137 ,,Dentista,Ortodontia,Instrumentos Ortodônticos
Alicate Ortodôntico Bird Beak 139 ,,Dentista,Ortodontia,Instrumentos Ortodônticos
Alicate Ortodôntico Convencional Lingual 410 ,,Dentista,Ortodontia,Instrumentos Ortodônticos
Alicate Ortodôntico Corte Amarrilho 150 ,,Dentista,Ortodontia,Instrumentos Ortodônticos
Alicate Ortodôntico Corte Amarrilho 151 com Widia ,,Dentista,Ortodontia,Instrumentos Ortodônticos
Alicate Ortodôntico Corte Amarrilho com Widia Black Diamond ,,Dentista,Ortodontia,Instrumentos Ortodônticos
Alicate Ortodôntico Corte Amarrilho Especial Millennium ,,Dentista,Ortodontia,Instrumentos Ortodônticos
Alicate Ortodôntico Corte Amarrilho Mini 150M ,,Dentista,Ortodontia,Instrumentos Ortodônticos
Alicate Ortodôntico Corte Amarrilho Mini 152 Com Widia ,,Dentista,Ortodontia,Instrumentos Ortodônticos
Alicate Ortodôntico Corte Amarrilho Premium ,,Dentista,Ortodontia,Instrumentos Ortodônticos
Alicate Ortodôntico Corte De Distal 116 ,,Dentista,Ortodontia,Instrumentos Ortodônticos
Alicate Ortodôntico Corte de Elástico para Alinhador ,,Dentista,Ortodontia,Instrumentos Ortodônticos
Alicate Ortodôntico Corte de Fio de Amarrilho ,,Dentista,Ortodontia,Instrumentos Ortodônticos
Alicate Ortodôntico Corte Distal ,,Dentista,Ortodontia,Instrumentos Ortodônticos
Alicate Ortodôntico Corte Distal 154 ,,Dentista,Ortodontia,Instrumentos Ortodônticos
Alicate Ortodôntico Corte Distal 700 Com Widia ,,Dentista,Ortodontia,Instrumentos Ortodônticos
Alicate Ortodôntico Corte Distal com Wídia ,,Dentista,Ortodontia,Instrumentos Ortodônticos
Alicate Ortodôntico Corte Distal com Wídia ,,Dentista,Ortodontia,Instrumentos Ortodônticos
Alicate Ortodôntico Corte Distal com Widia Black Diamond ,,Dentista,Ortodontia,Instrumentos Ortodônticos
Alicate Ortodôntico Corte Distal Especial Millennium ,,Dentista,Ortodontia,Instrumentos Ortodônticos
Alicate Ortodôntico Corte Distal Rente com Wídia ,,Dentista,Ortodontia,Instrumentos Ortodônticos
Alicate Ortodôntico Corte Fio Grosso 770 ,,Dentista,Ortodontia,Instrumentos Ortodônticos
Alicate Ortodôntico Corte Pesado 266G ,,Dentista,Ortodontia,Instrumentos Ortodônticos
Alicate Ortodôntico Corte Pesado 266GW ,,Dentista,Ortodontia,Instrumentos Ortodônticos
Alicate Ortodôntico Corte Pesado Pequeno com Widea Nº266Pw ,,Dentista,Ortodontia,Instrumentos Ortodônticos
Alicate Ortodôntico Curto Para Fios 139 ,,Dentista,Ortodontia,Instrumentos Ortodônticos
Alicate Ortodôntico Curto para Fios com 1 Furo Nº 139U ,,Dentista,Ortodontia,Instrumentos Ortodônticos
Alicate Ortodôntico Curto para Fios com 3 Furos Pequeno Nº139Z ,,Dentista,Ortodontia,Instrumentos Ortodônticos
Alicate Ortodôntico Curto para Fios Grande Nº 139G ,,Dentista,Ortodontia,Instrumentos Ortodônticos
Alicate Ortodôntico Curto para Fios Modificado Nº139R ,,Dentista,Ortodontia,Instrumentos Ortodônticos
Alicate Ortodôntico de Bico Chato Nº 121 ,,Dentista,Ortodontia,Instrumentos Ortodônticos
Alicate Ortodôntico De La Rosa 109 ,,Dentista,Ortodontia,Instrumentos Ortodônticos
Alicate Ortodôntico De La Rosa 109 ,,Dentista,Ortodontia,Instrumentos Ortodônticos
Alicate Ortodôntico De La Rosa 109 ,,Dentista,Ortodontia,Instrumentos Ortodônticos
Alicate Ortodôntico Dobra Distal 1002 ,,Dentista,Ortodontia,Instrumentos Ortodônticos
Alicate Ortodôntico Fio Pesado N° 267 ,,Dentista,Ortodontia,Instrumentos Ortodônticos
Alicate Ortodôntico Fisher 156 ,,Dentista,Ortodontia,Instrumentos Ortodônticos
Alicate Ortodôntico Fixador de Gancho 058 ,,Dentista,Ortodontia,Instrumentos Ortodônticos
Alicate Ortodôntico Fixador de Gancho 058 ,,Dentista,Ortodontia,Instrumentos Ortodônticos
Alicate Ortodôntico Fixador de Gancho 58 Millennium ,,Dentista,Ortodontia,Instrumentos Ortodônticos
Alicate Ortodôntico Formador de Amarrilho 158 ,,Dentista,Ortodontia,Instrumentos Ortodônticos
Alicate Ortodôntico Formador de Amarrilho 158 ,,Dentista,Ortodontia,Instrumentos Ortodônticos
Alicate Ortodôntico Formador de Ligadura 158 Millennium Orto ,,Dentista,Ortodontia,Instrumentos Ortodônticos
Alicate Ortodôntico Formador de Matriz 141 ,,Dentista,Ortodontia,Instrumentos Ortodônticos
Alicate Ortodôntico Formador de Matriz 141 ,,Dentista,Ortodontia,Instrumentos Ortodônticos
Alicate Ortodôntico How Curvo 111 ,,Dentista,Ortodontia,Instrumentos Ortodônticos
Alicate Ortodôntico How Curvo 111 ,,Dentista,Ortodontia,Instrumentos Ortodônticos
Alicate Ortodôntico Johnson 114 ,,Dentista,Ortodontia,Instrumentos Ortodônticos
Alicate Ortodôntico Johnson 114 ,,Dentista,Ortodontia,Instrumentos Ortodônticos
Alicate Ortodôntico Meia Cana 053 ,,Dentista,Ortodontia,Instrumentos Ortodônticos
Alicate Ortodôntico Meia Cana 053 ,,Dentista,Ortodontia,Instrumentos Ortodônticos
Alicate Ortodôntico Meia Cana 53 ,,Dentista,Ortodontia,Instrumentos Ortodônticos
Alicate Ortodôntico Nance 001 ,,Dentista,Ortodontia,Instrumentos Ortodônticos
Alicate Ortodôntico Nance 001 ,,Dentista,Ortodontia,Instrumentos Ortodônticos
Alicate Ortodôntico Nance 001 ,,Dentista,Ortodontia,Instrumentos Ortodônticos
Alicate Ortodôntico Ômega Loop 350 ,,Dentista,Ortodontia,Instrumentos Ortodônticos
Alicate Ortodôntico Para Dobra em Arco 291G ,,Dentista,Ortodontia,Instrumentos Ortodônticos
Alicate Ortodôntico Para Dobra em V 168 ,,Dentista,Ortodontia,Instrumentos Ortodônticos
Alicate Ortodôntico Para Dobra em V Largo 168 ,,Dentista,Ortodontia,Instrumentos Ortodônticos
Alicate Ortodôntico para Dobrar Fio na Distral ,,Dentista,Ortodontia,Instrumentos Ortodônticos
Alicate Ortodôntico Para Dobrar Fios 118 ,,Dentista,Ortodontia,Instrumentos Ortodônticos
Alicate Ortodôntico Para Gancho Bola 59 ,,Dentista,Ortodontia,Instrumentos Ortodônticos
Alicate Ortodôntico Removedor de Bráquete 346R ,,Dentista,Ortodontia,Instrumentos Ortodônticos
Alicate Ortodôntico Removedor de Bráquete 346R ,,Dentista,Ortodontia,Instrumentos Ortodônticos
Alicate Ortodôntico Removedor de Bráquete 346R Millennium Orto ,,Dentista,Ortodontia,Instrumentos Ortodônticos
Alicate Ortodôntico Removedor de Bráquete Cerâmico ,,Dentista,Ortodontia,Instrumentos Ortodônticos
Alicate Ortodôntico Removedor de Bráquete Cerâmico 346B ,,Dentista,Ortodontia,Instrumentos Ortodônticos
Alicate Ortodôntico Removedor de Bráquete Curvo N°346 ,,Dentista,Ortodontia,Instrumentos Ortodônticos
Alicate Ortodôntico Removedor de Bráquete Priscila 346P ,,Dentista,Ortodontia,Instrumentos Ortodônticos
Alicate Ortodôntico Removedor de Bráquete Reto 346R ,,Dentista,Ortodontia,Instrumentos Ortodônticos
Alicate Ortodôntico Removedor de Bráquete Reto N°346 ,,Dentista,Ortodontia,Instrumentos Ortodônticos
Alicate Ortodôntico Saca Banda 347 ,,Dentista,Ortodontia,Instrumentos Ortodônticos
Alicate Ortodôntico Saca Banda 347 ,,Dentista,Ortodontia,Instrumentos Ortodônticos
Alicate Ortodôntico Saca Bandas 347 ,,Dentista,Ortodontia,Instrumentos Ortodônticos
Alicate Ortodôntico Saca Bandas 347 Millennium ,,Dentista,Ortodontia,Instrumentos Ortodônticos
Alicate Ortodôntico Saca Resina 193 Com Widia ,,Dentista,Ortodontia,Instrumentos Ortodônticos
Alicate Ortodôntico Torque Curto 442 ,,Dentista,Ortodontia,Instrumentos Ortodônticos
Alicate Ortodôntico Torque Curto 442C ,,Dentista,Ortodontia,Instrumentos Ortodônticos
Alicate Ortodôntico Torque Curto 442C ,,Dentista,Ortodontia,Instrumentos Ortodônticos
Alicate Ortodôntico Torque Individual 222C ,,Dentista,Ortodontia,Instrumentos Ortodônticos
Alicate Ortodôntico Torque Individual com Widia ,,Dentista,Ortodontia,Instrumentos Ortodônticos
Alicate Ortodôntico Torque Individual Fêmea 222F ,,Dentista,Ortodontia,Instrumentos Ortodônticos
Alicate Ortodôntico Torque Individual Macho 222M ,,Dentista,Ortodontia,Instrumentos Ortodônticos
Alicate Ortodôntico Torque Longo 442L ,,Dentista,Ortodontia,Instrumentos Ortodônticos
Alicate Ortodôntico Torque Longo 442L ,,Dentista,Ortodontia,Instrumentos Ortodônticos
Alicate Ortodôntico Torque Longo 442L ,,Dentista,Ortodontia,Instrumentos Ortodônticos
Alicate Ortodôntico Trident 200 ,,Dentista,Ortodontia,Instrumentos Ortodônticos
Alicate Ortodôntico Tridente 200 ,,Dentista,Ortodontia,Instrumentos Ortodônticos
Alicate Ortodôntico Tridente 200 ,,Dentista,Ortodontia,Instrumentos Ortodônticos
Alicate Ortodôntico Tridente 200 Millennium Orto ,,Dentista,Ortodontia,Instrumentos Ortodônticos
Alicate Ortodôntico Tridente Curto 200 ,,Dentista,Ortodontia,Instrumentos Ortodônticos
Alicate Ortodôntico Tridente Longo Nº 201 ,,Dentista,Ortodontia,Instrumentos Ortodônticos
Alicate Ortodôntico Tweed 350 ,,Dentista,Ortodontia,Instrumentos Ortodônticos
Alicate Ortodôntico Tweed 350 Millennium Orto ,,Dentista,Ortodontia,Instrumentos Ortodônticos
Alicate Ortodôntico Tweed Ômega Loop 350 ,,Dentista,Ortodontia,Instrumentos Ortodônticos
Alicate Ortodôntico Universal 325 ,,Dentista,Ortodontia,Instrumentos Ortodônticos
Alicate Ortodôntico Weingart 120 ,,Dentista,Ortodontia,Instrumentos Ortodônticos
Alicate Ortodôntico Weingart 120 Com Widia ,,Dentista,Ortodontia,Instrumentos Ortodônticos
Alicate Ortodôntico Weingart 120 Millennium Orto ,,Dentista,Ortodontia,Instrumentos Ortodônticos
Alicate Ortodôntico Weingart 120E ,,Dentista,Ortodontia,Instrumentos Ortodônticos
Alicate Ortodôntico Weingart Delicado com Widia ,,Dentista,Ortodontia,Instrumentos Ortodônticos
Alicate Ortodôntico Young 074 ,,Dentista,Ortodontia,Instrumentos Ortodônticos
Alicate Ortodôntico Young 074 ,,Dentista,Ortodontia,Instrumentos Ortodônticos
Alicate Universal N° 325 ,,Dentista,Ortodontia,Instrumentos Ortodônticos
Kit Promocional Instrumentais para Alinhadores Grátis 1 Porta Alicate ,,Dentista,Ortodontia,Instrumentos Ortodônticos
Alicate para Torque Curto Nº 442 ,,Dentista,Ortodontia,Instrumentos Ortodônticos
Alicate para Torque Individual com Chave 222 ,,Dentista,Ortodontia,Instrumentos Ortodônticos
Alicate para Torque Individual Fêmea 401F ,,Dentista,Ortodontia,Instrumentos Ortodônticos
Alicate para Torque Individual Macho 401M ,,Dentista,Ortodontia,Instrumentos Ortodônticos
Alicate para Torque Longo Nº 442 ,,Dentista,Ortodontia,Instrumentos Ortodônticos
Alicate Perfurador Ainsworth ,,Dentista,Endodontia,Materiais para Isolamento
Alicate Perfurador Ainsworth ,,Dentista,Endodontia,Materiais para Isolamento
Alicate Perfurador Ainsworth ,,Dentista,Endodontia,Materiais para Isolamento
Alicate Perfurador Ainsworth ,,Dentista,Endodontia,Materiais para Isolamento
Alicate Perfurador Ainsworth ,,Dentista,Endodontia,Materiais para Isolamento
Alicate Pré-Curvador de Lima G,,Dentista,Endodontia,Acessórios para Endodontia
Alicate Removedor de Bráquetes Angular ,,Dentista,Ortodontia,Instrumentos Ortodônticos
Alta Rotação Alegra BC PB com Rolamento Cerâmico ,,Dentista,Equipamentos e Peças de Mão,Canetas de Alta Rotação
Alta Rotação Alegra BC PB Rolamento Cerâmico TE,,Dentista,Equipamentos e Peças de Mão,Canetas de Alta Rotação
Alta Rotação Alegra LQ PB Led Rolamento Cerâmico TE,,Dentista,Equipamentos e Peças de Mão,Canetas de Alta Rotação
Alta Rotação RC,,Dentista,Equipamentos e Peças de Mão,Canetas de Alta Rotação
Alta Rotação Z10S PB Standard Simples Prata Azulado ,,Dentista,Equipamentos e Peças de Mão,Canetas de Alta Rotação
Alta Rotação Z48SL Led Standard PB Prata ,,Dentista,Equipamentos e Peças de Mão,Canetas de Alta Rotação
Alta Rotação Z48Sl Led Standard Simples PB ,,Dentista,Equipamentos e Peças de Mão,Canetas de Alta Rotação
Aro Alta Rotação Prima ,,Dentista,Equipamentos e Peças de Mão,Canetas de Alta Rotação
Alveolótomo Luer Curvo ,,Dentista,Cirurgia e Periodontia,Instrumentais Cirúrgicos
Amálgama GS,GS,Dentista,Dentística e Estética,Acessórios para Dentística
Amálgama GS,GS,Dentista,Dentística e Estética,Acessórios para Dentística
Amálgama GS,GS,Dentista,Dentística e Estética,Acessórios para Dentística
Amálgama GS,GS,Dentista,Dentística e Estética,Acessórios para Dentística
Amálgama Permite ,Permite,Dentista,Dentística e Estética,Acessórios para Dentística
Amálgama Permite ,Permite,Dentista,Dentística e Estética,Acessórios para Dentística
Amálgama Permite ,Permite,Dentista,Dentística e Estética,Acessórios para Dentística
Amalgamador Digital Ultramat S ,,Dentista,Equipamentos e Peças de Mão,Equipamentos para Consultório
Análogo CM ,,Dentista,Implantodontia,Componentes Protéticos
Análogo CM ,,Dentista,Implantodontia,Componentes Protéticos
Análogo Digital CM ,,Dentista,Implantodontia,Componentes Protéticos
Análogo Digital HE ,,Dentista,Implantodontia,Componentes Protéticos
Análogo Digital Mini Pilar ,,Dentista,Implantodontia,Componentes Protéticos
Análogo Digital Precision CM N. ,,Dentista,Implantodontia,Componentes Protéticos
Análogo Digital Precision HE 4.1 ,,Dentista,Implantodontia,Componentes Protéticos
Análogo Digital Precision Mini Pilar ,,Dentista,Implantodontia,Componentes Protéticos
Análogo HE ,,Dentista,Implantodontia,Componentes Protéticos
Análogo Micro Pilar ,,Dentista,Implantodontia,Componentes Protéticos
Análogo Mini Pilar ,,Dentista,Implantodontia,Componentes Protéticos
Análogo Mini Pilar ,,Dentista,Implantodontia,Componentes Protéticos
Análogo Pilar Estético CM ,,Dentista,Implantodontia,Componentes Protéticos
Análogo Pilar Multi Unit ,,Dentista,Implantodontia,Componentes Protéticos
Análogo Pilar Regular e Angulado CM ,,Dentista,Implantodontia,Componentes Protéticos
Análogo Pilar TG ,,Dentista,Implantodontia,Componentes Protéticos
Análogo Pilar Universal ,,Dentista,Implantodontia,Componentes Protéticos
Set de Anéis Para Trixpress ,,Laboratório,Equipamentos Laboratório,Equipamentos para Prótese Removível
Anel De Prensagem Cônico Press Ring System ,,Laboratório,Equipamentos Laboratório,Equipamentos para Prótese Removível
Anel de Prensagem Eixo ,,Laboratório,Equipamentos Laboratório,Equipamentos para Prótese Removível
Anel de Prensagem para Lisi2 100g ,,Laboratório,Equipamentos Laboratório,Equipamentos para Prótese Removível
Anel de Prensagem para Lisi2 200g ,,Laboratório,Equipamentos Laboratório,Equipamentos para Prótese Removível
Anel de Retenção Ni,,Dentista,Dentística e Estética,Sistemas de Matriz
Anel de Silicone ,,Laboratório,Equipamentos Laboratório,Equipamentos para Fundição
Anel de Silicone Econômico ,,Laboratório,Equipamentos Laboratório,Equipamentos para Fundição
Anel de Silicone G para Protocolo ,,Laboratório,Equipamentos Laboratório,Equipamentos para Fundição
Anel de Silicone IPS ,,Laboratório,Equipamentos Laboratório,Equipamentos para Fundição
